City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,souillac,-20.5167,57.5167,26.34,75,73,5.31,MU,1680109885
298,neyshabur,36.2133,58.7958,17.29,39,2,1.47,IR,1680109885
299,altoona,40.5187,-78.3947,11.24,39,11,2.24,US,1680109885
300,avera,33.194,-82.5271,17.73,37,95,4.42,US,1680109885
301,seydi,39.4816,62.9137,22.38,29,8,3.64,TM,1680109886
302,sao miguel do araguaia,-13.275,-50.1628,30.75,55,80,3.04,BR,1680109886
303,itaituba,-4.2761,-55.9836,27.06,93,82,1.4,BR,1680109887
304,asau,46.4333,26.4,1.51,67,100,1.14,RO,1680109887
305,vila do maio,15.1333,-23.2167,33.44,75,19,5.96,CV,1680109887
306,arraial do cabo,-22.9661,-42.0278,28.92,65,0,8.75,BR,1680109765
307,san miguel,13.4833,-88.1833,36.87,25,0,0.93,SV,1680109888
308,ankang,32.68,109.0172,13.06,62,39,1.28,CN,1680109888
309,newport,51.5877,-2.9984,13.03,93,100,5.07,GB,1680109889
310,robertsport,6.7533,-11.3686,28.12,74,84,3.52,LR,1680109889
311,xiuyan,40.2928,123.2744,5.66,82,0,1.3,CN,1680109890
312,camapua,-19.5314,-54.0439,29.91,62,19,2.32,BR,1680109890
313,san cristobal,7.7669,-72.225,22.1,69,100,2.57,VE,1680109642
314,broken hill,-31.95,141.4333,14.1,55,9,6.56,AU,1680109890
315,damietta,31.4165,31.8133,14.41,56,1,8.28,EG,1680109891
316,ankazoabo,-22.2833,44.5167,22.24,84,49,1.05,MG,1680109891
317,puerto cabello,10.4731,-68.0125,33.75,78,88,5.98,VE,1680109891
318,oussouye,12.485,-16.5469,30.32,31,1,5.75,SN,1680109891
319,bedesa,8.9,40.7833,18.35,84,82,1.54,ET,1680109892
320,meulaboh,4.1363,96.1285,25.69,85,43,1.19,ID,1680109892
321,pisco,-13.7,-76.2167,27.03,69,0,5.14,PE,1680109893
322,waris aliganj,25.0167,85.6333,27.48,19,43,1.78,IN,1680109893
323,kefamenanu,-9.4467,124.4781,21.4,95,100,1.11,ID,1680109894
324,carutapera,-1.195,-46.02,23.11,98,100,0.37,BR,1680109895
325,swan hill,-35.3378,143.5544,12.85,68,0,3.68,AU,1680109895
326,malkara,40.89,26.9011,4.42,45,95,1.93,TR,1680109897
327,zhongshu,24.5167,103.7667,11.0,96,29,1.9,CN,1680109897
328,monforte de lemos,42.5216,-7.5142,21.43,54,58,5.7,ES,1680109898
329,bandrele,-12.9067,45.1914,27.86,78,20,1.54,YT,1680109898
330,bourail,-21.5667,165.4833,23.11,90,89,1.49,NC,1680109899
331,havelock,34.8791,-76.9013,15.55,64,70,3.13,US,1680109899
332,pervomayskoye,43.919,46.7102,11.44,75,24,3.13,RU,1680109900
333,michigan city,41.7075,-86.895,4.58,95,100,3.09,US,1680109259
334,annau,37.8876,58.516,19.72,42,0,1.03,TM,1680109901
335,novaya igirma,57.1334,103.9112,4.16,94,100,4.56,RU,1680109902
336,sitka,57.0531,-135.33,2.94,70,0,2.06,US,1680109902
337,labytnangi,66.6572,66.4183,-18.18,84,6,4.66,RU,1680109902
338,polunochnoye,60.8697,60.4153,-9.94,91,7,1.98,RU,1680109902
339,huron,41.1501,-82.5499,10.38,50,100,9.41,US,1680109848
340,worthington,40.0931,-83.018,11.71,49,75,7.2,US,1680109903
341,tanete,-3.9443,119.7848,23.62,92,97,0.72,ID,1680109903
342,colon,9.3592,-79.9014,28.72,63,45,6.05,PA,1680109903
343,elat,29.5581,34.9482,23.91,25,4,11.32,IL,1680109904
344,coahuayana,18.7333,-103.6833,31.72,27,55,2.14,MX,1680109904
345,charyshskoye,51.3978,83.5598,4.97,75,6,1.83,RU,1680109904
346,revelstoke,50.9832,-118.2023,6.28,51,84,0.77,CA,1680109863
347,anadyr,64.75,177.4833,-6.72,92,75,1.79,RU,1680109904
348,margate,51.3813,1.3862,14.83,71,100,2.24,GB,1680109905
349,camacari,-12.6975,-38.3242,28.87,64,53,4.61,BR,1680109626
350,sabzevar,36.2126,57.6819,18.21,45,0,1.44,IR,1680109905
351,ajdabiya,30.7554,20.2263,17.8,38,2,6.9,LY,1680109905
352,veraval,20.9,70.3667,24.2,78,2,4.59,IN,1680109905
353,cao bang,22.6667,106.25,18.16,89,95,0.34,VN,1680109906
354,rio gallegos,-51.6226,-69.2181,7.03,45,75,8.23,AR,1680109906
355,olga,43.7444,135.2892,-1.54,94,2,2.22,RU,1680109906
356,pevek,69.7008,170.3133,-22.01,100,69,1.25,RU,1680109906
357,isangel,-19.55,169.2667,25.09,87,56,3.17,VU,1680109907
358,price,39.5994,-110.8107,6.18,45,40,1.54,US,1680109825
359,amapa,1.0,-52.0,28.19,74,76,2.76,BR,1680109907
360,george,-33.963,22.4617,15.43,68,98,3.33,ZA,1680109907
361,shubarshi,48.5872,57.1869,12.1,65,3,5.53,KZ,1680109907
362,riyadh,24.6877,46.7219,24.08,14,0,3.1,SA,1680109687
363,klaksvik,62.2266,-6.589,4.51,86,100,17.19,FO,1680109908
364,porterville,36.0652,-119.0168,12.62,71,0,3.09,US,1680109636
365,yerbogachen,61.2767,108.0108,1.51,98,100,7.09,RU,1680109908
366,nyurba,63.2842,118.3319,-20.8,99,81,1.73,RU,1680109908
367,ponta do sol,32.6667,-17.1,26.18,21,33,1.27,PT,1680109909
368,qom,34.6401,50.8764,20.7,26,0,1.13,IR,1680109907
369,antofagasta,-23.65,-70.4,23.6,68,7,3.84,CL,1680109909
370,mareeba,-17.0,145.4333,21.4,99,69,0.49,AU,1680109909
371,lieksa,63.3167,30.0167,-3.53,91,100,2.94,FI,1680109909
372,tandil,-37.3217,-59.1332,19.89,41,18,6.69,AR,1680109910
373,borgarnes,64.5383,-21.9206,2.34,91,100,4.64,IS,1680109910
374,ilulissat,69.2167,-51.1,-10.99,48,0,1.54,GL,1680109910
375,kinablangan,7.6947,126.5503,25.28,86,96,2.49,PH,1680109910
376,srednekolymsk,67.45,153.6833,-22.75,99,100,1.37,RU,1680109910
377,lufilufi,-13.8745,-171.5986,28.53,74,73,4.42,WS,1680109911
378,chapleau,47.8405,-83.4034,-7.65,91,100,6.01,CA,1680109911
379,vila franca do campo,37.7167,-25.4333,17.23,75,72,6.68,PT,1680109911
380,road town,18.4167,-64.6167,28.05,57,20,5.66,VG,1680109911
381,ambalema,4.7841,-74.7627,25.66,86,100,1.24,CO,1680109912
382,zomin,39.9606,68.3958,16.73,62,100,2.37,UZ,1680109912
383,vostok,46.4856,135.8833,-1.16,79,60,2.86,RU,1680109912
384,te anau,-45.4167,167.7167,1.12,95,30,0.77,NZ,1680109912
385,praia,14.9215,-23.5087,33.3,21,0,6.69,CV,1680109912
386,ust-ishim,57.6935,71.1665,-5.67,84,11,2.0,RU,1680109912
387,taoudenni,22.6783,-3.9836,38.05,5,28,6.27,ML,1680109913
388,wewak,-3.5534,143.6268,26.41,82,74,2.21,PG,1680109913
389,celestun,20.8667,-90.4,30.0,46,81,0.28,MX,1680109913
390,guarapari,-20.6667,-40.4975,28.38,62,75,3.78,BR,1680109913
391,kieta,-6.2167,155.6333,25.31,89,100,2.21,PG,1680109913
392,kindu,-2.95,25.95,26.13,72,92,0.21,CD,1680109913
393,cabedelo,-6.9811,-34.8339,26.37,70,28,4.93,BR,1680109914
394,kloulklubed,7.0419,134.2556,23.28,77,76,1.09,PW,1680109914
395,mama,58.3106,112.8986,-2.99,96,100,3.41,RU,1680109914
396,krasnaya polyana,56.242,51.1442,-0.71,86,82,5.14,RU,1680109914
397,petropavlovsk-kamchatskiy,53.0452,158.6483,-6.67,58,0,3.0,RU,1680109914
398,paamiut,61.994,-49.6678,-6.92,53,22,1.47,GL,1680109914
399,tonala,20.6167,-103.2333,24.62,29,20,0.0,MX,1680109915
400,rovaniemi,66.5,25.7167,-4.33,86,100,1.54,FI,1680109915
401,manggar,-2.8833,108.2667,26.37,80,94,2.43,ID,1680109915
402,tukrah,32.5341,20.5791,13.31,57,1,7.42,LY,1680109915
403,aljezur,37.3191,-8.8033,20.38,55,91,2.12,PT,1680109915
404,nome,64.5011,-165.4064,-6.05,100,100,11.32,US,1680109916
405,dongsheng,39.8161,109.9776,8.49,18,48,3.36,CN,1680109916
406,saint anthony,45.0205,-93.218,-4.08,43,0,4.12,US,1680109916
407,okhotsk,59.3833,143.3,-7.92,96,100,2.58,RU,1680109917
408,ketchikan,55.3422,-131.6461,5.26,60,20,4.63,US,1680109917
409,tzucacab,20.0667,-89.05,33.44,33,24,2.58,MX,1680109917
410,mindelo,16.8901,-24.9804,29.75,25,0,9.77,CV,1680109747
411,broome,42.2506,-75.833,10.56,45,40,4.12,US,1680109917
412,mnogovershinnyy,53.9353,139.9242,-3.58,84,87,1.75,RU,1680109917
413,tecoanapa,16.5167,-98.75,29.58,54,12,3.34,MX,1680109918
414,mataram,-8.5833,116.1167,26.45,84,100,1.13,ID,1680109851
415,loubomo,-4.1997,12.6739,23.0,92,65,3.48,CG,1680109918
416,oranjemund,-28.55,16.4333,16.57,73,0,10.82,,1680109919
417,binay,13.5028,122.5975,24.72,90,100,2.55,PH,1680109919
418,severo-kurilsk,50.6789,156.125,-1.58,58,1,3.11,RU,1680109919
419,aasiaat,68.7098,-52.8699,-19.7,87,28,2.39,GL,1680109920
420,namatanai,-3.6667,152.4333,25.72,84,99,1.55,PG,1680109920
421,harper,4.375,-7.7169,28.79,72,24,4.42,LR,1680109921
422,edd,13.9297,41.6925,27.07,67,61,2.11,ER,1680109922
423,sola,-13.8833,167.55,27.16,75,100,0.3,VU,1680109924
424,necochea,-38.5473,-58.7368,17.14,43,3,8.6,AR,1680109924
425,abha,18.2164,42.5053,18.14,52,0,3.09,SA,1680109925
426,chaman,30.9236,66.4512,13.48,68,83,2.6,PK,1680109926
427,alvaraes,-3.2208,-64.8042,29.93,84,96,2.16,BR,1680109869
428,koumac,-20.5667,164.2833,24.56,85,89,1.18,NC,1680109926
429,jingdezhen,29.2947,117.2079,10.78,95,100,0.52,CN,1680109927
430,horodyshche,49.2849,31.4451,0.39,76,100,5.73,UA,1680109927
431,chumphon,10.3333,98.8333,21.62,95,32,0.58,TH,1680109928
432,santa cruz,-17.8,-63.1667,30.7,70,75,9.77,BO,1680109928
433,el alto,-4.2714,-81.2147,27.81,74,96,5.57,PE,1680109928
434,aviles,43.5547,-5.9248,27.43,63,20,2.06,ES,1680109844
435,bathsheba,13.2167,-59.5167,29.34,54,20,9.26,BB,1680109929
436,vaitape,-16.5167,-151.75,27.79,74,86,4.26,PF,1680109930
437,villarrubia de los ojos,39.2209,-3.608,26.96,25,32,5.67,ES,1680109930
438,barreirinhas,-2.7469,-42.8264,29.67,67,64,3.42,BR,1680109931
439,beyneu,45.3167,55.2,18.08,40,0,3.8,KZ,1680109931
440,morondava,-20.2833,44.2833,26.0,71,60,2.95,MG,1680109931
441,boa vista,2.8197,-60.6733,31.99,43,75,5.66,BR,1680109850
442,gwadar,25.1216,62.3254,23.98,68,1,7.42,PK,1680109932
443,patacamaya,-17.2333,-67.9167,12.48,56,98,1.46,BO,1680109932
444,pacific grove,36.6177,-121.9166,11.48,81,75,5.36,US,1680109931
445,alta floresta,-9.8756,-56.0861,29.98,62,95,1.76,BR,1680109933
446,tairua,-37.0167,175.85,8.69,75,0,3.79,NZ,1680109934
447,vuktyl,63.8567,57.3094,-14.63,96,58,0.9,RU,1680109934
448,dzilam gonzalez,21.2833,-88.9333,32.87,35,28,2.1,MX,1680109934
449,tulun,54.5611,100.5792,1.51,89,85,2.15,RU,1680109936
450,sabang,5.8933,95.3214,28.46,70,42,1.89,ID,1680109936
451,faya,18.3851,42.4509,18.29,51,10,2.78,SA,1680109937
452,buala,-8.145,159.5921,26.61,82,100,2.36,SB,1680109937
453,havoysund,70.9963,24.6622,-0.87,78,100,8.84,NO,1680109938
454,hun,29.1268,15.9477,21.79,26,0,5.08,LY,1680109938
455,kattivakkam,13.2167,80.3167,29.05,82,3,6.58,IN,1680109939
456,cap malheureux,-19.9842,57.6142,25.82,75,80,8.01,MU,1680109940
457,san quintin,30.4833,-115.95,15.61,57,0,4.58,MX,1680109940
458,kingaroy,-26.5333,151.8333,18.46,98,99,1.58,AU,1680109940
459,letka,59.6011,49.4232,-2.92,84,49,3.8,RU,1680109941
460,quzhou,28.9594,118.8686,9.46,97,100,1.44,CN,1680109941
461,nerchinsk,51.9833,116.5833,-2.08,89,66,2.26,RU,1680109942
462,karatuzskoye,53.6072,92.8667,1.66,99,84,1.92,RU,1680109942
463,yantal,56.8471,105.2542,3.95,96,99,4.91,RU,1680109943
464,svetlyy,54.675,20.1347,3.03,69,81,4.16,RU,1680109944
465,dinajpur,25.6272,88.6386,25.45,60,18,3.33,BD,1680109944
466,santa maria,-29.6842,-53.8069,36.47,28,15,4.13,BR,1680109945
467,lucapa,-8.4192,20.7447,21.18,92,92,1.47,AO,1680109945
468,nouadhibou,20.931,-17.0347,22.99,68,0,9.26,MR,1680109945
469,constitucion,-35.3333,-72.4167,18.69,48,1,7.4,CL,1680109946
470,kendari,-3.945,122.4989,24.25,91,100,1.56,ID,1680109946
471,djougou,9.7085,1.666,37.17,13,94,2.8,BJ,1680109946
472,dixon,38.4455,-121.8233,9.43,96,100,2.06,US,1680109947
473,ayios vasilios,37.8,22.8,10.17,43,56,1.03,GR,1680109947
474,sao felix do xingu,-6.6447,-51.995,28.6,69,94,1.79,BR,1680109944
475,goderich,43.7501,-81.7165,1.06,82,100,12.27,CA,1680109947
476,bubaque,11.2833,-15.8333,25.7,66,52,5.8,GW,1680109948
477,sobolevo,54.4299,31.8996,-1.24,95,100,6.91,RU,1680109948
478,smithers,54.7804,-127.1743,2.27,76,96,0.28,CA,1680109816
479,alice springs,-23.7,133.8833,22.75,49,75,5.14,AU,1680109949
480,mahuva,21.0914,71.7622,25.93,64,2,4.94,IN,1680109949
481,kruisfontein,-34.0033,24.7314,16.05,72,98,6.99,ZA,1680109950
482,haimen,23.1935,116.6142,17.37,88,100,6.14,CN,1680109950
483,beloha,-25.1667,45.05,21.49,74,0,6.29,MG,1680109953
484,la raya de santa maria,8.1667,-80.8167,35.01,29,34,5.57,PA,1680109953
485,krutinka,56.0055,71.5113,-4.8,85,42,2.76,RU,1680109954
486,bilma,18.6853,12.9164,30.67,6,2,2.76,NE,1680109955
487,joshimath,30.5667,79.5667,10.78,85,100,1.58,IN,1680109955
488,mporokoso,-9.3727,30.125,17.7,96,100,0.9,ZM,1680109955
489,plouzane,48.3833,-4.6167,13.18,94,100,8.75,FR,1680109955
490,coleraine,55.1333,-6.6667,11.95,86,97,5.58,GB,1680109956
491,rio grande,-32.035,-52.0986,32.06,48,1,1.84,BR,1680109785
492,panguipulli,-39.6333,-72.3333,14.64,43,48,1.77,CL,1680109957
493,ucluelet,48.9329,-125.5528,12.27,57,6,1.02,CA,1680109957
494,lavrentiya,65.5833,-171.0,-7.48,95,100,6.29,RU,1680109958
495,matagami,49.7502,-77.6328,-8.94,79,100,4.23,CA,1680109959
496,port hedland,-20.3167,118.5667,29.03,79,98,4.63,AU,1680109960
497,nieuw amsterdam,5.8833,-55.0833,30.09,86,40,2.57,SR,1680109960
498,puerto lempira,15.2667,-83.7667,29.08,74,40,4.12,HN,1680109960
499,alpena,45.0617,-83.4327,-0.82,48,75,6.17,US,1680109961
500,arinos,-15.9169,-46.1056,33.58,24,96,2.58,BR,1680109961
501,la gomera,14.0833,-91.05,34.82,39,0,3.46,GT,1680109961
502,doka,13.5167,35.7667,31.74,9,100,3.49,SD,1680109961
503,plerin,48.5425,-2.7798,15.18,84,100,6.71,FR,1680109962
504,klyuchi,52.2667,79.1667,5.26,83,8,5.34,RU,1680109962
505,san isidro,-12.1167,-77.05,26.77,69,0,5.66,PE,1680109962
506,polson,47.6936,-114.1632,2.49,78,64,1.14,US,1680109963
507,bealanana,-14.55,48.7333,19.37,96,95,0.68,MG,1680109963
508,aksarka,66.5606,67.7975,-21.44,90,45,2.71,RU,1680109964
509,hami,42.8,93.45,15.96,10,1,3.35,CN,1680109964
510,galesburg,40.9478,-90.3712,4.99,60,0,5.14,US,1680109965
511,limoux,42.9167,2.1667,21.5,61,59,2.32,FR,1680109965
512,aguie,13.506,7.7786,34.04,7,78,3.92,NE,1680109965
513,changli,39.7042,119.1506,12.47,43,0,2.31,CN,1680109965
514,gidole,5.65,37.3667,16.29,70,57,1.01,ET,1680109966
515,pandan,14.0453,124.1694,25.27,88,100,2.67,PH,1680109966
516,susurluk,39.9136,28.1578,5.88,49,53,0.93,TR,1680109966
517,nicoya,10.1483,-85.452,33.47,38,8,6.48,CR,1680109763
518,buckeye,33.3703,-112.5838,22.86,24,0,2.06,US,1680109964
519,homer,59.6425,-151.5483,-0.53,93,100,0.0,US,1680109967
520,oparino,59.8518,48.2783,-2.87,84,64,4.01,RU,1680109967
521,pho chai,16.3283,103.7703,29.9,57,27,3.28,TH,1680109968
522,mandali,33.7499,45.5541,22.11,39,0,3.65,IQ,1680109968
523,san jeronimo,-11.9472,-75.2829,15.73,54,94,1.77,PE,1680109968
524,xuddur,4.1213,43.8894,31.93,33,37,5.08,SO,1680109968
525,la ronge,55.1001,-105.2842,-2.47,92,90,3.01,CA,1680109969
526,farah,32.5,62.5,18.27,52,65,2.05,AF,1680109969
527,colomi,-17.35,-65.8667,11.21,87,92,3.02,BO,1680109970
528,kaeo,-35.1,173.7833,7.4,91,20,2.84,NZ,1680109970
529,general roca,-39.0333,-67.5833,16.84,22,0,1.15,AR,1680109970
530,saldanha,-33.0117,17.9442,16.42,75,84,8.6,ZA,1680109539
531,fonte boa,-2.4959,-66.2662,27.92,74,98,0.63,BR,1680109789
532,portland,45.5234,-122.6762,9.34,90,100,1.54,US,1680109702
533,vanavara,60.34,102.2797,1.97,95,100,6.98,RU,1680109971
534,ortakoy,38.7373,34.0387,-2.86,89,100,4.44,TR,1680109971
535,maumere,-8.6199,122.2111,26.51,82,99,0.76,ID,1680109971
536,tiarei,-17.5333,-149.3333,27.01,78,58,3.51,PF,1680109971
537,cleethorpes,53.5605,-0.0323,15.14,88,75,6.69,GB,1680109972
538,port lincoln,-34.7333,135.8667,15.32,78,30,1.62,AU,1680109972
539,cap-aux-meules,47.3821,-61.8597,0.03,93,100,4.12,CA,1680109972
540,halifax,44.6453,-63.5724,8.03,62,56,1.34,CA,1680109755
541,touros,-5.1989,-35.4608,28.2,71,27,6.22,BR,1680109973
542,strezhevoy,60.7333,77.5889,-12.51,93,40,3.3,RU,1680109973
543,puerto escondido,15.85,-97.0667,30.46,70,0,4.12,MX,1680109973
544,bukama,-9.2,25.85,22.24,95,66,1.71,CD,1680109973
545,fort nelson,58.8053,-122.7002,-0.59,88,100,2.68,CA,1680109973
546,grindsted,55.754,8.9123,7.02,100,100,2.57,DK,1680109974
547,port blair,11.6667,92.75,29.02,74,40,1.03,IN,1680109974
548,diffa,13.3154,12.6113,31.94,9,96,3.15,NE,1680109974
549,coihaique,-45.5752,-72.0662,9.97,62,75,2.06,CL,1680109974
550,tautira,-17.7333,-149.15,27.24,77,56,3.37,PF,1680109974
551,nong kung si,16.65,103.3,28.09,59,58,3.39,TH,1680109974
552,plettenberg bay,-34.0527,23.3716,15.2,77,98,4.46,ZA,1680109974
553,goiatuba,-18.0125,-49.3547,28.04,58,15,3.27,BR,1680109975
554,tabuk,17.4189,121.4443,23.84,83,96,1.6,PH,1680109569
555,chicama,-7.8447,-79.1469,27.3,54,100,4.35,PE,1680109975
